,scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4
0,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724292807.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
1,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724355299.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
2,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724417791.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
3,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724480281.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
4,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724542775.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
5,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724605267.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
6,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724667759.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
7,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724730252.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
8,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724792742.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
9,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724855235.png,0.741106331348,-1.00180327892,2.73834490776,0.888154804707,-0.05100325495,-0.0416016429663,0.454806536436
10,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724917727.png,0.741107463837,-1.00180184841,2.73831176758,0.888154149055,-0.0510110110044,-0.041608478874,0.454806417227
11,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724980218.png,0.741360008717,-1.00199055672,2.75482487679,0.887845337391,-0.0508445575833,-0.0406208746135,0.455516606569
12,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725042709.png,0.741360247135,-1.00199007988,2.75482988358,0.887846648693,-0.0508408360183,-0.0406208448112,0.455514550209
13,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725105202.png,0.741360545158,-1.00198912621,2.75486826897,0.887848377228,-0.0508376546204,-0.0406120344996,0.455512344837
14,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725167694.png,0.741321802139,-1.00197851658,2.75662589073,0.887904822826,-0.0508848279715,-0.0405147746205,0.455405622721
15,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725230186.png,0.74132168293,-1.00197935104,2.75662970543,0.887904286385,-0.0508862510324,-0.0405108556151,0.455406874418
16,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725292678.png,0.741321921349,-1.00197911263,2.75666666031,0.88790589571,-0.0508907288313,-0.0405069775879,0.45540356636
17,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725355170.png,0.74130821228,-1.00198376179,2.7560236454,0.887911856174,-0.050891533494,-0.0405830144882,0.455385059118
18,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725417663.png,0.74130821228,-1.00198376179,2.75602722168,0.887912094593,-0.0508869178593,-0.0405789650977,0.455385565758
19,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725480154.png,0.741308271885,-1.00198376179,2.75602626801,0.887913048267,-0.0508802719414,-0.0405767001212,0.455384612083
20,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725542645.png,0.741310656071,-1.00197994709,2.75616049767,0.88791924715,-0.0508755743504,-0.0405628345907,0.455374330282
21,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725605138.png,0.741310536861,-1.00198018551,2.75616884232,0.887918174267,-0.0508797951043,-0.040562659502,0.455375880003
22,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725667631.png,0.741310358047,-1.00198030472,2.75616431236,0.887920796871,-0.0508741624653,-0.0405626036227,0.455371469259
23,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725730122.png,0.741307675838,-1.00198125839,2.75608181953,0.887926280499,-0.0508734695613,-0.0405641831458,0.455360651016
