,scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4
0,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724292807.png,0.864114284515,-0.953221261501,-0.0437391139567,0.854488730431,-0.0347499027848,-0.0251476541162,0.517695963383
1,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724355299.png,0.86410933733,-0.95322650671,-0.04108902812,0.854489564896,-0.0347397141159,-0.0251435674727,0.517695426941
2,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724417791.png,0.8641025424,-0.953232645988,-0.0380553156137,0.854490220547,-0.0347383841872,-0.0251374654472,0.517694711685
3,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724480281.png,0.864098012447,-0.95323908329,-0.0351831912994,0.854488790035,-0.0347501374781,-0.0251376498491,0.517696261406
4,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724542775.png,0.864246547222,-0.953136861324,-0.0768026709557,0.854473531246,-0.0347591787577,-0.0251459144056,0.517720401287
5,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724605267.png,0.864242136478,-0.953142642975,-0.0740685611963,0.854474186897,-0.0347626768053,-0.025151329115,0.517718911171
6,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724667759.png,0.864237129688,-0.953148186207,-0.0714333131909,0.854473948479,-0.0347593054175,-0.0251526236534,0.517719447613
7,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724730252.png,0.864232361317,-0.953154504299,-0.068620659411,0.854473888874,-0.0347538068891,-0.0251454263926,0.517720222473
8,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724792742.png,0.864227592945,-0.953160345554,-0.0659411922097,0.854473948479,-0.0347518473864,-0.0251388512552,0.517720580101
9,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724855235.png,0.864223301411,-0.953166127205,-0.0631798505783,0.854474365711,-0.0347497537732,-0.0251352284104,0.517720222473
10,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724917727.png,0.864218175411,-0.953172206879,-0.0603305585682,0.854473531246,-0.0347508527339,-0.0251371432096,0.517721474171
11,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774724980218.png,0.864213824272,-0.953177571297,-0.0576605908573,0.854472696781,-0.0347564332187,-0.0251445695758,0.517722129822
12,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725042709.png,0.864209473133,-0.953183472157,-0.0547946579754,0.854473412037,-0.0347555279732,-0.0251460205764,0.517720878124
13,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725105202.png,0.864205002785,-0.953189194202,-0.0519797205925,0.854473412037,-0.034759927541,-0.0251451991498,0.517720639706
14,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725167694.png,0.864200413227,-0.953193604946,-0.049503158778,0.854474782944,-0.0347640402615,-0.0251446813345,0.517718076706
15,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725230186.png,0.864195287228,-0.953200042248,-0.0463390909135,0.854473948479,-0.0347526408732,-0.0251379646361,0.517720580101
16,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725292678.png,0.864190399647,-0.953206121922,-0.0434961803257,0.854474067688,-0.0347545854747,-0.0251351557672,0.517720341682
17,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725355170.png,0.864185929298,-0.95321148634,-0.0408287867904,0.854474008083,-0.0347595401108,-0.0251365695149,0.517720103264
18,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725417663.png,0.864180862904,-0.953217923641,-0.0377206988633,0.854475140572,-0.0347548276186,-0.0251380559057,0.517718434334
19,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725480154.png,0.864176630974,-0.953223049641,-0.0347983203828,0.854476451874,-0.0347538851202,-0.0251428149641,0.517716109753
20,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725542645.png,0.864326417446,-0.95311164856,-0.0712330713868,0.854464709759,-0.0347594022751,-0.0251492224634,0.517734825611
21,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725605138.png,0.864322185516,-0.95311665535,-0.0684929490089,0.854465305805,-0.0347598791122,-0.0251463558525,0.517733931541
22,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725667631.png,0.864318013191,-0.953122198582,-0.0657954066992,0.854464173317,-0.0347612090409,-0.0251454263926,0.517735779285
23,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725730122.png,0.864313662052,-0.953127264977,-0.0629228800535,0.854464590549,-0.034760504961,-0.0251466277987,0.517735123634
24,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725792611.png,0.86430990696,-0.953132271767,-0.0601461492479,0.854465305805,-0.0347612798214,-0.0251485444605,0.517733752728
25,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725855105.png,0.86430567503,-0.953137516975,-0.0574336014688,0.854465067387,-0.0347597785294,-0.0251509230584,0.51773416996
26,loop,train,2014-06-26-09-24-58,loop/train/2014-06-26-09-24-58/stereo/centre_processed/1403774725917597.png,0.864301145077,-0.953142881393,-0.0545791350305,0.854464352131,-0.0347584597766,-0.02514882572,0.517735481262
